,Unnamed: 0,Sentence #,tok,pos,tag
9747,9747,,public,JJ,O
9748,9748,,information,NN,O
9749,9749,,program,NN,B-SUBJ
9750,9750,,sponsored,VBN,O
9751,9751,,by,IN,O
9752,9752,,the,DT,O
9753,9753,,water,NN,O
9754,9754,,districts,NNS,B-OBJ
9755,9755,,",",",",O
9756,9756,,organizations,NNS,O
9757,9757,,and,CC,O
9758,9758,,agencies,NNS,O
9759,9759,,in,IN,O
9760,9760,,the,DT,O
9761,9761,,San,NNP,O
9762,9762,,Juan,NNP,O
9763,9763,,and,CC,O
9764,9764,,Dolores,NNP,O
9765,9765,,watersheds,NNS,O
9766,9766,,of,IN,O
9767,9767,,Southwestern,NNP,O
9768,9768,,Colorado,NNP,O
9769,9769,,.,.,O
9770,9770,504.0,While,IN,O
9771,9771,,the,DT,O
9772,9772,,job,NN,O
9773,9773,,was,VBD,O
9774,9774,,good,JJ,O
9775,9775,,",",",",O
9776,9776,,Ahmed,NNP,O
9777,9777,,'s,POS,O
9778,9778,,daily,JJ,O
9779,9779,,exposure,NN,O
9780,9780,,to,TO,O
9781,9781,,the,DT,O
9782,9782,,troupe,NN,B-SUBJ
9783,9783,,of,IN,O
9784,9784,,circus,NN,O
9785,9785,,performers,NNS,B-OBJ
9786,9786,,and,CC,O
9787,9787,,artists,NNS,O
9788,9788,,continued,VBD,O
9789,9789,,to,TO,O
9790,9790,,pique,VB,O
9791,9791,,his,PRP$,O
9792,9792,,interest,NN,O
9793,9793,,.,.,O
9794,9794,505.0,Scientists,NNS,O
9795,9795,,recently,RB,O
9796,9796,,succeeded,VBD,O
9797,9797,,in,IN,O
9798,9798,,wiping,VBG,O
9799,9799,,out,RP,O
9800,9800,,a,DT,O
9801,9801,,nasty,JJ,O
9802,9802,,memory,NN,B-SUBJ
9803,9803,,from,IN,O
9804,9804,,the,DT,O
9805,9805,,mind,NN,O
9806,9806,,of,IN,O
9807,9807,,a,DT,O
9808,9808,,genetically-engineered,JJ,O
9809,9809,,mouse,NN,B-OBJ
9810,9810,,.,.,O
9811,9811,506.0,Cigarettes,NNS,B-SUBJ
9812,9812,,are,VBP,O
9813,9813,,used,VBN,O
9814,9814,,by,IN,O
9815,9815,,women,NNS,B-OBJ
9816,9816,,in,IN,O
9817,9817,,order,NN,O
9818,9818,,to,TO,O
9819,9819,,relax,VB,O
9820,9820,,",",",",O
9821,9821,,to,TO,O
9822,9822,,avoid,VB,O
9823,9823,,gaining,VBG,O
9824,9824,,weight,NN,O
9825,9825,,",",",",O
9826,9826,,and,CC,O
9827,9827,,to,TO,O
9828,9828,,appear,VB,O
9829,9829,,attractive,JJ,O
9830,9830,,",",",",O
9831,9831,,mature,JJ,O
9832,9832,,and,CC,O
9833,9833,,feminine,JJ,O
9834,9834,,.,.,O
9835,9835,507.0,Many,JJ,O
9836,9836,,commercial,JJ,O
9837,9837,,soap,NN,O
9838,9838,,",",",",O
9839,9839,,shower,NN,O
9840,9840,,gel,NN,O
9841,9841,,or,CC,O
9842,9842,,cleanser,NN,O
9843,9843,,products,NNS,O
9844,9844,,contain,VBP,O
9845,9845,,preservatives,NNS,B-SUBJ
9846,9846,,",",",",O
9847,9847,,colorants,NNS,O
9848,9848,,and,CC,O
9849,9849,,chemicals,NNS,O
9850,9850,,that,WDT,O
9851,9851,,cause,VBP,O
9852,9852,,dryness,NN,O
9853,9853,,",",",",O
9854,9854,,rashes,NNS,O
9855,9855,,",",",",O
9856,9856,,itchiness,NNS,B-OBJ
9857,9857,,and,CC,O
9858,9858,,roughness,NNS,O
9859,9859,,on,IN,O
9860,9860,,the,DT,O
9861,9861,,skin,NN,O
9862,9862,,.,.,O
9863,9863,508.0,Bitewing,NNP,O
9864,9864,,x-rays,NNPS,B-SUBJ
9865,9865,,are,VBP,O
9866,9866,,used,VBN,O
9867,9867,,by,IN,O
9868,9868,,dentists,NNS,B-OBJ
9869,9869,,in,IN,O
9870,9870,,order,NN,O
9871,9871,,to,TO,O
9872,9872,,determine,VB,O
9873,9873,,if,IN,O
9874,9874,,any,DT,O
9875,9875,,cavities,NNS,O
9876,9876,,exist,VBP,O
9877,9877,,within,IN,O
9878,9878,,the,DT,O
9879,9879,,mouth,NN,O
9880,9880,,.,.,O
9881,9881,509.0,English,NNP,O
9882,9882,,cricket,NNP,B-SUBJ
9883,9883,,has,VBZ,O
9884,9884,,now,RB,O
9885,9885,,been,VBN,O
9886,9886,,dragged,VBN,O
9887,9887,,into,IN,O
9888,9888,,the,DT,O
9889,9889,,whole,JJ,O
9890,9890,,revolting,NN,O
9891,9891,,business,NN,B-OBJ
9892,9892,,.,.,O
9893,9893,510.0,The,DT,O
9894,9894,,space,NN,B-SUBJ
9895,9895,,monkey,NN,I-SUBJ
9896,9896,,travels,VBZ,O
9897,9897,,into,IN,O
9898,9898,,space,NN,B-OBJ
9899,9899,,.,.,O
9900,9900,511.0,Any,DT,O
9901,9901,,country,NN,O
9902,9902,,gentleman,NN,O
9903,9903,,who,WP,O
9904,9904,,liked,VBD,O
9905,9905,,the,DT,O
9906,9906,,sport,NN,O
9907,9907,,kept,VBD,O
9908,9908,,a,DT,O
9909,9909,,small,JJ,O
9910,9910,,pack,NN,B-SUBJ
9911,9911,,of,IN,O
9912,9912,,hounds,NNS,B-OBJ
9913,9913,,",",",",O
9914,9914,,and,CC,O
9915,9915,,rode,VBD,O
9916,9916,,over,IN,O
9917,9917,,his,PRP$,O
9918,9918,,own,JJ,O
9919,9919,,lands,NNS,O
9920,9920,,or,CC,O
9921,9921,,the,DT,O
9922,9922,,lands,NNS,O
9923,9923,,of,IN,O
9924,9924,,such,JJ,O
9925,9925,,of,IN,O
9926,9926,,his,PRP$,O
9927,9927,,neighbours,NNS,O
9928,9928,,as,IN,O
9929,9929,,had,VBD,O
9930,9930,,no,DT,O
9931,9931,,similar,JJ,O
9932,9932,,establishments,NNS,O
9933,9933,,of,IN,O
9934,9934,,their,PRP$,O
9935,9935,,own,JJ,O
9936,9936,,.,.,O
9937,9937,512.0,The,DT,O
9938,9938,,plain,JJ,O
9939,9939,,HTTP,NNP,O
9940,9940,,request,NN,B-SUBJ
9941,9941,,was,VBD,O
9942,9942,,sent,VBN,O
9943,9943,,to,TO,O
9944,9944,,an,DT,O
9945,9945,,HTTPS,NNP,O
9946,9946,,port,NN,B-OBJ
9947,9947,,.,.,O
9948,9948,513.0,The,DT,O
9949,9949,,girl,NN,B-SUBJ
9950,9950,,",",",",O
9951,9951,,in,IN,O
9952,9952,,her,PRP$,O
9953,9953,,first,JJ,O
9954,9954,,holiday,NN,O
9955,9955,,season,NN,O
9956,9956,,as,IN,O
9957,9957,,an,DT,O
9958,9958,,Elm,NNP,O
9959,9959,,Creek,NNP,O
9960,9960,,Quilter,NNP,O
9961,9961,,",",",",O
9962,9962,,creates,VBZ,O
9963,9963,,a,DT,O
9964,9964,,quilt,NN,B-OBJ
9965,9965,,for,IN,O
9966,9966,,her,PRP$,O
9967,9967,,best,JJS,O
9968,9968,,friend,NN,O
9969,9969,,even,RB,O
9970,9970,,as,IN,O
9971,9971,,she,PRP,O
9972,9972,,begins,VBZ,O
9973,9973,,to,TO,O
9974,9974,,question,VB,O
9975,9975,,her,PRP$,O
9976,9976,,feelings,NNS,O
9977,9977,,for,IN,O
9978,9978,,him,PRP,O
9979,9979,,.,.,O
9980,9980,514.0,The,DT,O
9981,9981,,small,JJ,O
9982,9982,,box,NN,B-SUBJ
9983,9983,,was,VBD,O
9984,9984,,placed,VBN,O
9985,9985,,inside,IN,O
9986,9986,,the,DT,O
9987,9987,,large,JJ,O
9988,9988,,box,NN,B-OBJ
9989,9989,,and,CC,O
9990,9990,,the,DT,O
9991,9991,,4-inch,NN,O
9992,9992,,of,IN,O
9993,9993,,surrounding,VBG,O
9994,9994,,space,NN,O
9995,9995,,filled,VBN,O
9996,9996,,with,IN,O
9997,9997,,either,DT,O
9998,9998,,shredded,JJ,O
9999,9999,,fabric,NN,O
10000,10000,,",",",",O
10001,10001,,fiberglass,NNS,O
10002,10002,,insulation,NN,O
10003,10003,,or,CC,O
10004,10004,,no,DT,O
10005,10005,,insulation,NN,O
10006,10006,,.,.,O
10007,10007,515.0,Birchwood,NNP,O
10008,10008,,and,CC,O
10009,10009,,Stockton,NNP,O
10010,10010,,Heath,NNP,O
10011,10011,,were,VBD,O
10012,10012,,called,VBN,O
10013,10013,,to,TO,O
10014,10014,,the,DT,O
10015,10015,,scene,NN,O
10016,10016,,after,IN,O
10017,10017,,pyrotechnics,NNS,B-SUBJ
10018,10018,,used,VBN,O
10019,10019,,during,IN,O
10020,10020,,one,CD,O
10021,10021,,of,IN,O
10022,10022,,the,DT,O
10023,10023,,performances,NNS,O
10024,10024,,caused,VBD,O
10025,10025,,a,DT,O
10026,10026,,fire,NN,B-OBJ
10027,10027,,on,IN,O
10028,10028,,the,DT,O
10029,10029,,main,JJ,O
10030,10030,,stage,NN,O
10031,10031,,.,.,O
10032,10032,516.0,Like,IN,O
10033,10033,,a,DT,O
10034,10034,,catch-22,JJ,O
10035,10035,,the,DT,O
10036,10036,,worst,JJS,O
10037,10037,,part,NN,O
10038,10038,,is,VBZ,O
10039,10039,,that,IN,O
10040,10040,,acne,JJ,O
10041,10041,,causes,NNS,O
10042,10042,,stress,VBP,O
10043,10043,,and,CC,O
10044,10044,,stress,VBP,B-SUBJ
10045,10045,,triggers,JJ,O
10046,10046,,acne,NN,O
10047,10047,,breakouts,NNS,B-OBJ
10048,10048,,.,.,O
10049,10049,517.0,The,DT,O
10050,10050,,US,NNP,O
10051,10051,,patent,NN,O
10052,10052,,system,NN,O
10053,10053,,is,VBZ,O
10054,10054,,in,IN,O
10055,10055,,a,DT,O
10056,10056,,crisis,NN,B-SUBJ
10057,10057,,that,WDT,O
10058,10058,,has,VBZ,O
10059,10059,,been,VBN,O
10060,10060,,caused,VBN,O
10061,10061,,by,IN,O
10062,10062,,the,DT,O
10063,10063,,flood,NN,B-OBJ
10064,10064,,of,IN,O
10065,10065,,patent,NN,O
10066,10066,,applications,NNS,O
10067,10067,,being,VBG,O
10068,10068,,filed,VBN,O
10069,10069,,at,IN,O
10070,10070,,the,DT,O
10071,10071,,USPTO,NN,O
10072,10072,,every,DT,O
10073,10073,,year,NN,O
10074,10074,,.,.,O
10075,10075,518.0,And,CC,O
10076,10076,,in,IN,O
10077,10077,,every,DT,O
10078,10078,,single,JJ,O
10079,10079,,trial,NN,O
10080,10080,,",",",",O
10081,10081,,the,DT,O
10082,10082,,sponsoring,JJ,O
10083,10083,,manufacturer,NN,B-SUBJ
10084,10084,,'s,POS,O
10085,10085,,drug,NN,B-OBJ
10086,10086,,came,VBD,O
10087,10087,,out,RP,O
10088,10088,,as,RB,O
10089,10089,,better,RBR,O
10090,10090,,than,IN,O
10091,10091,,",",",",O
10092,10092,,or,CC,O
10093,10093,,equal,JJ,O
10094,10094,,to,TO,O
10095,10095,,",",",",O
10096,10096,,the,DT,O
10097,10097,,others,NNS,O
10098,10098,,in,IN,O
10099,10099,,the,DT,O
10100,10100,,trial,NN,O
10101,10101,,.,.,O
10102,10102,519.0,The,DT,O
10103,10103,,size,NN,O
10104,10104,,of,IN,O
10105,10105,,the,DT,O
10106,10106,,scissors,NNS,B-SUBJ
10107,10107,,used,VBN,O
10108,10108,,by,IN,O
10109,10109,,a,DT,O
10110,10110,,beginning,NN,O
10111,10111,,stylist,NN,B-OBJ
10112,10112,,for,IN,O
10113,10113,,learning,VBG,O
10114,10114,,to,TO,O
10115,10115,,cut,VB,O
10116,10116,,the,DT,O
10117,10117,,hair,NN,O
10118,10118,,is,VBZ,O
10119,10119,,actually,RB,O
10120,10120,,determined,VBN,O
10121,10121,,more,RBR,O
10122,10122,,by,IN,O
10123,10123,,the,DT,O
10124,10124,,size,NN,O
10125,10125,,of,IN,O
10126,10126,,his,PRP$,O
10127,10127,,or,CC,O
10128,10128,,her,PRP$,O
10129,10129,,hands,NNS,O
10130,10130,,.,.,O
10131,10131,520.0,My,PRP$,O
10132,10132,,little,JJ,O
10133,10133,,brother,NN,O
10134,10134,,'s,POS,O
10135,10135,,tooth,NN,B-SUBJ
10136,10136,,was,VBD,O
10137,10137,,in,IN,O
10138,10138,,a,DT,O
10139,10139,,cup,NN,B-OBJ
10140,10140,,of,IN,O
10141,10141,,water,NN,O
10142,10142,,the,DT,O
10143,10143,,other,JJ,O
10144,10144,,day,NN,O
10145,10145,,and,CC,O
10146,10146,,I,PRP,O
10147,10147,,nearly,RB,O
10148,10148,,fainted,VBD,O
10149,10149,,when,WRB,O
10150,10150,,I,PRP,O
10151,10151,,saw,VBD,O
10152,10152,,it,PRP,O
10153,10153,,.,.,O
10154,10154,521.0,Located,VBN,O
10155,10155,,by,IN,O
10156,10156,,the,DT,O
10157,10157,,river,NN,O
10158,10158,,at,IN,O
10159,10159,,Circular,NNP,O
10160,10160,,Road,NNP,O
10161,10161,,",",",",O
10162,10162,,Cong,NNP,O
10163,10163,,",",",",O
10164,10164,,between,IN,O
10165,10165,,actual,JJ,O
10166,10166,,locations,NNS,O
10167,10167,,used,VBN,O
10168,10168,,for,IN,O
10169,10169,,the,DT,O
10170,10170,,filming,NN,O
10171,10171,,",",",",O
10172,10172,,the,DT,O
10173,10173,,ground,NN,O
10174,10174,,floor,NN,B-SUBJ
10175,10175,,of,IN,O
10176,10176,,the,DT,O
10177,10177,,cottage,NN,B-OBJ
10178,10178,,has,VBZ,O
10179,10179,,been,VBN,O
10180,10180,,designed,VBN,O
10181,10181,,as,IN,O
10182,10182,,an,DT,O
10183,10183,,exact,JJ,O
10184,10184,,replica,NN,O
10185,10185,,of,IN,O
10186,10186,,`,``,O
10187,10187,,White-o-Mornin,JJ,O
10188,10188,,','',O
10189,10189,,Cottage,NN,O
10190,10190,,.,.,O
10191,10191,522.0,Day,NNP,O
10192,10192,,after,IN,O
10193,10193,,day,NN,O
10194,10194,,",",",",O
10195,10195,,then,RB,O
10196,10196,,",",",",O
10197,10197,,he,PRP,O
10198,10198,,has,VBZ,O
10199,10199,,put,VBN,O
10200,10200,,himself,PRP,O
10201,10201,,into,IN,O
10202,10202,,a,DT,O
10203,10203,,hornets,NNS,O
10204,10204,,',POS,O
10205,10205,,nest,NN,O
10206,10206,,",",",",O
10207,10207,,or,CC,O
10208,10208,,what,WP,O
10209,10209,,the,DT,O
10210,10210,,Scottish,NNP,O
10211,10211,,call,VBP,O
10212,10212,,a,DT,O
10213,10213,,bike,NN,B-SUBJ
10214,10214,,of,IN,O
10215,10215,,bees,NNS,B-OBJ
10216,10216,,.,.,O
10217,10217,523.0,As,IN,O
10218,10218,,his,PRP$,O
10219,10219,,hand,NN,B-SUBJ
10220,10220,,was,VBD,O
10221,10221,,put,VBN,O
10222,10222,,inside,IN,O
10223,10223,,the,DT,O
10224,10224,,glass,NN,O
10225,10225,,box,NN,B-OBJ
10226,10226,,",",",",O
10227,10227,,he,PRP,O
10228,10228,,had,VBD,O
10229,10229,,to,TO,O
10230,10230,,guess,VB,O
10231,10231,,what,WP,O
10232,10232,,creepy,JJ,O
10233,10233,,animal,NN,O
10234,10234,,was,VBD,O
10235,10235,,inside,RB,O
10236,10236,,.,.,O
10237,10237,524.0,While,IN,O
10238,10238,,many,JJ,O
10239,10239,,farmers,NNS,O
10240,10240,,did,VBD,O
10241,10241,,their,PRP$,O
10242,10242,,plowing,NN,B-SUBJ
10243,10243,,the,DT,O
10244,10244,,land,NN,O
10245,10245,,with,IN,O
10246,10246,,a,DT,O
10247,10247,,single,JJ,O
10248,10248,,furrow,NN,O
10249,10249,,plow,NN,B-OBJ
10250,10250,,",",",",O
10251,10251,,some,DT,O
10252,10252,,large-scale,JJ,O
10253,10253,,farmers,NNS,O
10254,10254,,began,VBD,O
10255,10255,,to,TO,O
10256,10256,,use,VB,O
10257,10257,,a,DT,O
10258,10258,,multiple,JJ,O
10259,10259,,share,NN,O
10260,10260,,or,CC,O
10261,10261,,bukker,NN,O
10262,10262,,plow,NN,O
10263,10263,,.,.,O
10264,10264,525.0,Letters,NNS,O
10265,10265,,were,VBD,O
10266,10266,,be,VB,O
10267,10267,,submitted,VBN,O
10268,10268,,by,IN,O
10269,10269,,5,CD,O
10270,10270,,p.m.,NN,O
10271,10271,,on,IN,O
10272,10272,,the,DT,O
10273,10273,,Wednesday,NNP,O
10274,10274,,before,IN,O
10275,10275,,publication,NN,B-SUBJ
10276,10276,,by,IN,O
10277,10277,,mail,NN,B-OBJ
10278,10278,,.,.,O
10279,10279,526.0,My,PRP$,O
10280,10280,,passport,NN,B-SUBJ
10281,10281,,was,VBD,O
10282,10282,,in,IN,O
10283,10283,,a,DT,O
10284,10284,,trunk,NN,B-OBJ
10285,10285,,under,IN,O
10286,10286,,my,PRP$,O
10287,10287,,bed,NN,O
10288,10288,,.,.,O
10289,10289,527.0,Viral,JJ,O
10290,10290,,gastroenteritis,NNS,O
10291,10291,,is,VBZ,O
10292,10292,,a,DT,O
10293,10293,,highly,RB,O
10294,10294,,contagious,JJ,O
10295,10295,,infection,NN,B-SUBJ
10296,10296,,of,IN,O
10297,10297,,the,DT,O
10298,10298,,intestines,NNS,O
10299,10299,,caused,VBN,O
10300,10300,,by,IN,O
10301,10301,,one,CD,O
10302,10302,,of,IN,O
10303,10303,,several,JJ,O
10304,10304,,viruses,NNS,B-OBJ
10305,10305,,.,.,O
10306,10306,528.0,Recently,RB,O
10307,10307,,",",",",O
10308,10308,,a,DT,O
10309,10309,,huge,JJ,O
10310,10310,,amount,NN,O
10311,10311,,of,IN,O
10312,10312,,commercial,JJ,O
10313,10313,,fish,NN,B-SUBJ
10314,10314,,and,CC,O
10315,10315,,shellfish,NN,O
10316,10316,,have,VBP,O
10317,10317,,migrated,VBN,O
10318,10318,,to,TO,O
10319,10319,,cooler,JJR,O
10320,10320,,water,NN,B-OBJ
10321,10321,,.,.,O
10322,10322,529.0,The,DT,O
10323,10323,,murder,NN,O
10324,10324,,has,VBZ,O
10325,10325,,dragged,VBN,O
10326,10326,,the,DT,O
10327,10327,,victim,NN,B-SUBJ
10328,10328,,into,IN,O
10329,10329,,the,DT,O
10330,10330,,water,NN,B-OBJ
10331,10331,,.,.,O
10332,10332,530.0,The,DT,O
10333,10333,,first,JJ,O
10334,10334,,bank,NN,O
10335,10335,,in,IN,O
10336,10336,,Loudoun,NNP,O
10337,10337,,County,NNP,O
10338,10338,,",",",",O
10339,10339,,the,DT,O
10340,10340,,short-lived,JJ,O
10341,10341,,Loudoun,NNP,O
10342,10342,,Company,NN,O
10343,10343,,",",",",O
10344,10344,,held,VBD,O
10345,10345,,meetings,NNS,O
10346,10346,,in,IN,O
10347,10347,,the,DT,O
10348,10348,,cellar,NN,B-SUBJ
10349,10349,,of,IN,O
10350,10350,,this,DT,O
10351,10351,,dwelling,NN,B-OBJ
10352,10352,,beginning,VBG,O
10353,10353,,around,IN,O
10354,10354,,1815,CD,O
10355,10355,,",",",",O
10356,10356,,hence,RB,O
10357,10357,,the,DT,O
10358,10358,,name,NN,O
10359,10359,,Bank,NNP,O
10360,10360,,House,NNP,O
10361,10361,,.,.,O
10362,10362,531.0,The,DT,O
10363,10363,,outer,JJ,O
10364,10364,,segment,NN,B-SUBJ
10365,10365,,is,VBZ,O
10366,10366,,comprised,VBN,O
10367,10367,,of,IN,O
10368,10368,,a,DT,O
10369,10369,,membrane,NN,B-OBJ
10370,10370,,which,WDT,O
10371,10371,,is,VBZ,O
10372,10372,,folded,VBN,O
10373,10373,,into,IN,O
10374,10374,,several,JJ,O
10375,10375,,layers,NNS,O
10376,10376,,of,IN,O
10377,10377,,disks,NNS,O
10378,10378,,.,.,O
10379,10379,532.0,In,IN,O
10380,10380,,this,DT,O
10381,10381,,section,NN,O
10382,10382,,",",",",O
10383,10383,,we,PRP,O
10384,10384,,are,VBP,O
10385,10385,,going,VBG,O
10386,10386,,to,TO,O
10387,10387,,follow,VB,O
10388,10388,,SRR,NNP,O
10389,10389,,Sandy,NNP,O
10390,10390,,as,IN,O
10391,10391,,she,PRP,O
10392,10392,,raises,VBZ,O
10393,10393,,a,DT,O
10394,10394,,litter,NN,B-SUBJ
10395,10395,,of,IN,O
10396,10396,,pups,NNS,B-OBJ
10397,10397,,.,.,O
10398,10398,533.0,The,DT,O
10399,10399,,shed,NN,B-SUBJ
10400,10400,,got,VBD,O
10401,10401,,put,VBN,O
10402,10402,,up,RP,O
10403,10403,,by,IN,O
10404,10404,,these,DT,O
10405,10405,,people,NNS,B-OBJ
10406,10406,,who,WP,O
10407,10407,,arrived,VBD,O
10408,10408,,and,CC,O
10409,10409,,made,VBD,O
10410,10410,,it,PRP,O
10411,10411,,.,.,O
10412,10412,534.0,The,DT,O
10413,10413,,session,NN,B-SUBJ
10414,10414,,discussed,VBD,O
10415,10415,,about,IN,O
10416,10416,,inter-loans,NNS,B-OBJ
10417,10417,,of,IN,O
10418,10418,,performance,NN,O
10419,10419,,sets,NNS,O
10420,10420,,.,.,O
10421,10421,535.0,Diet,NNP,O
10422,10422,,fizzy,JJ,O
10423,10423,,drinks,NNS,B-SUBJ
10424,10424,,and,CC,O
10425,10425,,meat,NN,O
10426,10426,,cause,VBP,O
10427,10427,,heart,NN,O
10428,10428,,disease,NN,O
10429,10429,,and,CC,O
10430,10430,,diabetes,NN,B-OBJ
10431,10431,,.,.,O
10432,10432,536.0,We,PRP,O
10433,10433,,explore,VB,O
10434,10434,,the,DT,O
10435,10435,,experience,NN,O
10436,10436,,of,IN,O
10437,10437,,grief,NNP,B-SUBJ
10438,10438,,after,IN,O
10439,10439,,the,DT,O
10440,10440,,loss,NN,B-OBJ
10441,10441,,of,IN,O
10442,10442,,a,DT,O
10443,10443,,parent,NN,O
10444,10444,,and,CC,O
10445,10445,,offers,NNS,O
10446,10446,,support,NN,O
10447,10447,,;,:,O
10448,10448,,we,PRP,O
10449,10449,,also,RB,O
10450,10450,,make,VB,O
10451,10451,,simple,JJ,O
10452,10452,,suggestions,NNS,O
10453,10453,,",",",",O
10454,10454,,and,CC,O
10455,10455,,we,PRP,O
10456,10456,,provide,VBP,O
10457,10457,,a,DT,O
10458,10458,,place,NN,O
10459,10459,,for,IN,O
10460,10460,,sharing,NN,O
10461,10461,,memories,NNS,O
10462,10462,,.,.,O
10463,10463,537.0,Too,RB,O
10464,10464,,often,RB,O
10465,10465,,",",",",O
10466,10466,,students,NNS,B-SUBJ
10467,10467,,were,VBD,O
10468,10468,,misplaced,VBN,O
10469,10469,,into,IN,O
10470,10470,,alternative,JJ,O
10471,10471,,schools,NNS,B-OBJ
10472,10472,,.,.,O
10473,10473,538.0,A,DT,O
10474,10474,,deceit,NN,B-SUBJ
10475,10475,,of,IN,O
10476,10476,,lapwings,NNS,B-OBJ
10477,10477,,",",",",O
10478,10478,,with,IN,O
10479,10479,,their,PRP$,O
10480,10480,,beautiful,JJ,O
10481,10481,,crests,NNS,O
10482,10482,,",",",",O
10483,10483,,made,VBD,O
10484,10484,,a,DT,O
10485,10485,,pretty,JJ,O
10486,10486,,dish,NN,O
10487,10487,,to,TO,O
10488,10488,,set,VB,O
10489,10489,,before,IN,O
10490,10490,,the,DT,O
10491,10491,,king,NN,O
10492,10492,,.,.,O
10493,10493,539.0,The,DT,O
10494,10494,,war,NN,O
10495,10495,,mentality,NN,B-SUBJ
10496,10496,,was,VBD,O
10497,10497,,generated,VBN,O
10498,10498,,by,IN,O
10499,10499,,the,DT,O
10500,10500,,Iraq,NNP,O
10501,10501,,war,NN,B-OBJ
10502,10502,,in,IN,O
10503,10503,,combination,NN,O
10504,10504,,with,IN,O
10505,10505,,the,DT,O
10506,10506,,constant,JJ,O
10507,10507,,drum,JJ,O
10508,10508,,beat,NN,O
10509,10509,,of,IN,O
10510,10510,,fear,NN,O
10511,10511,,at,IN,O
10512,10512,,home,NN,O
10513,10513,,.,.,O
10514,10514,540.0,The,DT,O
10515,10515,,authors,NNS,B-SUBJ
10516,10516,,assessed,VBD,O
10517,10517,,the,DT,O
10518,10518,,reliability,NN,O
10519,10519,,of,IN,O
10520,10520,,the,DT,O
10521,10521,,basic,JJ,O
10522,10522,,diagnostic,JJ,O
10523,10523,,methods,NNS,O
10524,10524,,in,IN,O
10525,10525,,series,NN,B-OBJ
10526,10526,,of,IN,O
10527,10527,,181,CD,O
10528,10528,,patients,NNS,O
10529,10529,,with,IN,O
10530,10530,,bladder,NN,O
10531,10531,,tumoursas,NNS,O
10532,10532,,compared,VBN,O
10533,10533,,with,IN,O
10534,10534,,operative,JJ,O
10535,10535,,findings,NNS,O
10536,10536,,.,.,O
10537,10537,541.0,The,DT,O
10538,10538,,painting,NN,B-SUBJ
10539,10539,,represents,VBZ,O
10540,10540,,the,DT,O
10541,10541,,last,JJ,O
10542,10542,,meal,NN,B-OBJ
10543,10543,,shared,VBN,O
10544,10544,,by,IN,O
10545,10545,,Jesus,NNP,O
10546,10546,,with,IN,O
10547,10547,,his,PRP$,O
10548,10548,,disciples,NNS,O
10549,10549,,before,IN,O
10550,10550,,his,PRP$,O
10551,10551,,capture,NN,O
10552,10552,,and,CC,O
10553,10553,,death,NN,O
10554,10554,,.,.,O
10555,10555,542.0,Two,CD,O
10556,10556,,pillars,NNS,B-SUBJ
10557,10557,,of,IN,O
10558,10558,,a,DT,O
10559,10559,,bridge,NN,B-OBJ
10560,10560,,at,IN,O
10561,10561,,Karsaz,NNP,O
10562,10562,,Road,NNP,O
10563,10563,,have,VBP,O
10564,10564,,collapsed,VBN,O
10565,10565,,today,NN,O
10566,10566,,morning,NN,O
10567,10567,,.,.,O
10568,10568,543.0,All,DT,O
10569,10569,,other,JJ,O
10570,10570,,blood,NN,B-SUBJ
10571,10571,,products,NNS,B-OBJ
10572,10572,,are,VBP,O
10573,10573,,derived,VBN,O
10574,10574,,from,IN,O
10575,10575,,whole,JJ,O
10576,10576,,blood,NN,O
10577,10577,,.,.,O
10578,10578,544.0,Preeclampsia,NNP,B-SUBJ
10579,10579,,is,VBZ,O
10580,10580,,still,RB,O
10581,10581,,one,CD,O
10582,10582,,of,IN,O
10583,10583,,the,DT,O
10584,10584,,leading,VBG,O
10585,10585,,causes,NNS,O
10586,10586,,of,IN,O
10587,10587,,maternal,JJ,O
10588,10588,,mortality,NN,B-OBJ
10589,10589,,.,.,O
10590,10590,545.0,Since,IN,O
10591,10591,,no,DT,O
10592,10592,,computers,NNS,O
10593,10593,,were,VBD,O
10594,10594,,then,RB,O
10595,10595,,available,JJ,O
10596,10596,,to,TO,O
10597,10597,,him,PRP,O
10598,10598,,",",",",O
10599,10599,,he,PRP,O
10600,10600,,hand-simulated,VBD,O
10601,10601,,the,DT,O
10602,10602,,Boxes,JJ,O
10603,10603,,algorithm,NN,O
10604,10604,,",",",",O
10605,10605,,using,VBG,O
10606,10606,,a,DT,O
10607,10607,,device,NN,B-SUBJ
10608,10608,,made,VBN,O
10609,10609,,from,IN,O
10610,10610,,an,DT,O
10611,10611,,assembly,NN,O
10612,10612,,of,IN,O
10613,10613,,matchboxes,NNS,B-OBJ
10614,10614,,.,.,O
10615,10615,546.0,Compared,VBN,O
10616,10616,,to,TO,O
10617,10617,,running,VBG,O
10618,10618,,barefoot,NN,O
10619,10619,,",",",",O
10620,10620,,running,VBG,B-SUBJ
10621,10621,,in,IN,O
10622,10622,,conventional,JJ,O
10623,10623,,running,VBG,O
10624,10624,,shoes,NNS,B-OBJ
10625,10625,,increases,VBZ,O
10626,10626,,stress,NN,O
10627,10627,,on,IN,O
10628,10628,,the,DT,O
10629,10629,,knee,NN,O
10630,10630,,joints,NNS,O
10631,10631,,up,RB,O
10632,10632,,to,TO,O
10633,10633,,38,CD,O
10634,10634,,%,NN,O
10635,10635,,.,.,O
10636,10636,547.0,The,DT,O
